-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55	-55
-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58	-58
-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59	-59
-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60	-60
-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61	-61
-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62	-62
-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63	-63
-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56	-56
-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57	-57
-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	33	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73	-73
34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34
34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	-64	34	34	34	34	34	34	34	34	34	34	34	34	34	34
35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	36	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35
-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87	-87
